START_DATE,END_DATE,CATEGORY,START,PURPOSE,MILES,STOP
04-05-2016 21:39,04-05-2016 21:55,Business,Whitebridge,Meal-Entertain,7.9,Wayne Ridge
04-06-2016 00:19,04-06-2016 00:39,Business,Wayne Ridge,Meal-Entertain,8,Whitebridge
04-07-2016 18:20,04-07-2016 18:39,Business,Cary,Meal-Entertain,6.1,Morrisville
04-07-2016 19:45,04-07-2016 20:00,Business,Morrisville,Errand-Supplies,6.1,Cary
04-08-2016 12:30,04-08-2016 12:48,Business,Cary,Meeting,10.5,Durham
04-08-2016 13:34,04-08-2016 13:51,Business,Durham,Meal-Entertain,8.7,Cary
04-08-2016 13:55,04-08-2016 14:03,Business,Westpark Place,Errand-Supplies,1.8,Whitebridge
04-08-2016 14:43,04-08-2016 15:20,Business,Cary,Meeting,19.1,Raleigh
04-08-2016 16:05,04-08-2016 16:47,Business,Raleigh,Meeting,18.6,Cary
04-12-2016 09:15,04-12-2016 09:26,Business,Whitebridge,Errand-Supplies,2.8,Edgehill Farms
04-12-2016 09:34,04-12-2016 09:53,Business,Cary,Meeting,8.9,Raleigh
04-12-2016 10:58,04-12-2016 11:18,Business,Meredith,Customer Visit,7.5,Cedar Hill
04-12-2016 12:22,04-12-2016 12:44,Business,Raleigh,Meeting,15.9,Morrisville
04-12-2016 13:42,04-12-2016 14:01,Business,Morrisville,Meal-Entertain,6.5,Cary
4-14-2016 7:29,4-14-2016 8:09,Business,Cary,Temporary Site,15.3,Holly Springs
4-14-2016 16:00,4-14-2016 16:43,Business,Holly Springs,Temporary Site,13.7,Cary
4-15-2016 11:36,4-15-2016 12:07,Business,Cary,Temporary Site,11.9,Raleigh
4-15-2016 12:29,4-15-2016 12:32,Business,Meredith Townes,Errand-Supplies,1.4,Harden Place
4-15-2016 14:31,4-15-2016 15:01,Business,Raleigh,Meeting,15.2,Cary
4-16-2016 12:59,4-16-2016 13:17,Business,Cary,Errand-Supplies,6,Morrisville
4-16-2016 15:10,4-16-2016 15:26,Business,Morrisville,Meal-Entertain,6.1,Cary
4-19-2016 17:44,4-19-2016 18:08,Business,Whitebridge,Meal-Entertain,8.2,Wayne Ridge
4-19-2016 19:57,4-19-2016 20:19,Business,Wayne Ridge,Meal-Entertain,8,Whitebridge
4-22-2016 8:25,4-22-2016 9:04,Business,Cary,Meeting,13.6,Raleigh
4-22-2016 10:10,4-22-2016 10:40,Business,Raleigh,Meeting,22.5,Cary
4-22-2016 12:08,4-22-2016 12:28,Business,Cary,Meeting,10.4,Durham
4-22-2016 13:02,4-22-2016 13:26,Business,Durham,Meeting,10,Cary
4-23-2016 17:03,4-23-2016 17:16,Business,Whitebridge,Meal-Entertain,6,Tanglewood
4-23-2016 18:49,4-23-2016 19:05,Business,Tanglewood,Meal-Entertain,6.5,Whitebridge
4-24-2016 19:07,4-24-2016 19:16,Business,Cary,Errand-Supplies,3.1,Morrisville
4-24-2016 19:46,4-24-2016 19:52,Business,Chessington,Errand-Supplies,1.9,Chessington
4-24-2016 21:41,4-24-2016 21:50,Business,Morrisville,Between Offices,4.2,Cary
4-27-2016 13:30,4-27-2016 13:40,Business,Whitebridge,Between Offices,4.9,Burtrose
4-27-2016 14:13,4-27-2016 14:25,Business,Burtrose,Between Offices,4.8,Whitebridge
4-28-2016 12:09,4-28-2016 12:34,Business,Cary,Customer Visit,12.4,Raleigh
4-28-2016 13:30,4-28-2016 13:49,Business,Raleigh,Customer Visit,32.8,Cary
4-28-2016 22:10,4-28-2016 22:28,Business,Morrisville,Customer Visit,5.5,Cary
4-29-2016 11:44,4-29-2016 12:01,Business,Cary,Meeting,9.9,Durham
4-29-2016 13:13,4-29-2016 13:34,Business,Durham,Meeting,10,Cary
4-29-2016 18:46,4-29-2016 19:18,Business,Cary,Customer Visit,14.2,Durham
4-29-2016 22:44,4-29-2016 23:19,Business,Durham,Meeting,18.2,Cary
4-30-2016 18:42,4-30-2016 18:57,Business,Whitebridge,Meal-Entertain,7.7,Waverly Place
4-30-2016 22:16,4-30-2016 22:34,Business,Waverly Place,,6.8,Whitebridge
05-01-2016 13:45,05-01-2016 13:53,Business,Whitebridge,Meal-Entertain,2.1,Westpark Place
05-01-2016 14:26,05-01-2016 14:31,Business,Westpark Place,,2.3,Whitebridge
05-01-2016 17:33,05-01-2016 17:45,Business,Whitebridge,Between Offices,6.2,Tanglewood
05-01-2016 17:54,05-01-2016 18:10,Business,Tanglewood,Meeting,7.5,Parkway
05-01-2016 22:38,05-01-2016 22:49,Business,Parkway,Errand-Supplies,3.1,Whitebridge
05-02-2016 14:14,05-02-2016 14:21,Business,Whitebridge,Errand-Supplies,2.2,Westpark Place
05-02-2016 15:37,05-02-2016 15:48,Business,Westpark Place,Meal-Entertain,3.9,Whitebridge
05-03-2016 22:20,05-03-2016 22:28,Business,Morrisville,Meal-Entertain,2.5,Cary
05-04-2016 15:16,05-04-2016 15:37,Business,Cary,Meal-Entertain,8.7,Morrisville
05-04-2016 20:55,05-04-2016 21:14,Business,Mcvan,Errand-Supplies,14.5,Capitol One
05-04-2016 21:30,05-04-2016 21:36,Business,Capitol One,Meal-Entertain,4.5,University District
05-04-2016 22:19,05-04-2016 22:27,Business,University District,Meal-Entertain,5,Capitol One
05-05-2016 21:24,05-05-2016 21:36,Business,Seattle,Meal-Entertain,14.2,Redmond
05-05-2016 22:34,05-05-2016 22:40,Business,Redmond,Errand-Supplies,2.9,Bellevue
05-05-2016 23:55,05-06-2016 00:08,Business,Bellevue,Meeting,12.9,Seattle
05-06-2016 05:47,05-06-2016 06:02,Business,Capitol One,Meeting,14.4,Mcvan
05-06-2016 16:45,05-06-2016 16:59,Business,Chapel Hill,Meeting,17,Morrisville
05-06-2016 17:18,05-06-2016 17:44,Business,Morrisville,Customer Visit,7.9,Cary
05-09-2016 06:08,05-09-2016 06:25,Business,Cary,Customer Visit,8.4,Morrisville
05-09-2016 14:39,05-09-2016 15:06,Business,San Francisco,Between Offices,20.5,Palo Alto
05-09-2016 17:58,05-09-2016 18:26,Business,Palo Alto,Customer Visit,9.8,Sunnyvale
05-09-2016 19:35,05-09-2016 19:59,Business,Sunnyvale,Customer Visit,17.6,Newark
05-10-2016 09:03,05-10-2016 09:20,Business,Newark,Customer Visit,9.3,Menlo Park
05-10-2016 17:19,05-10-2016 17:31,Business,Menlo Park,Customer Visit,7.9,Newark
05-11-2016 08:35,05-11-2016 09:12,Business,Newark,Meeting,25.6,San Francisco
05-11-2016 21:47,05-11-2016 22:04,Business,Morrisville,Meeting,8.1,Cary
5-14-2016 18:35,5-14-2016 18:39,Business,Cary,Meal-Entertain,3.1,Morrisville
5-14-2016 23:01,5-14-2016 23:05,Business,Morrisville,Meal-Entertain,3.1,Cary
5-17-2016 13:15,5-17-2016 13:23,Business,Whitebridge,Errand-Supplies,2.8,Preston
5-17-2016 13:56,5-17-2016 14:08,Business,Preston,Errand-Supplies,2.7,Westpark Place
5-17-2016 14:34,5-17-2016 14:40,Business,Westpark Place,Errand-Supplies,1.9,Whitebridge
5-18-2016 9:11,5-18-2016 9:41,Business,Cary,Customer Visit,8.4,Morrisville
5-18-2016 13:00,5-18-2016 13:02,Business,Morrisville,Customer Visit,7.6,Raleigh
5-19-2016 14:37,5-19-2016 15:01,Business,Old City,Meal-Entertain,2.9,Parkway Museums
5-20-2016 10:56,5-20-2016 11:07,Business,Old City,Meeting,11.2,Hog Island
5-20-2016 15:43,5-20-2016 16:12,Business,Morrisville,Meal-Entertain,8.2,Cary
5-22-2016 15:39,5-22-2016 15:46,Business,Cary,Meal-Entertain,3,Morrisville
5-22-2016 18:46,5-22-2016 18:53,Business,Morrisville,Meal-Entertain,2.5,Cary
5-23-2016 20:19,5-23-2016 20:27,Business,Whitebridge,Meal-Entertain,3.6,Savon Height
5-23-2016 21:09,5-23-2016 21:21,Business,Savon Height,Errand-Supplies,3.6,Whitebridge
5-27-2016 20:26,5-27-2016 20:30,Business,Whitebridge,Errand-Supplies,4.5,Kildaire Farms
5-27-2016 20:47,5-27-2016 20:53,Business,Savon Height,,1.2,Kilarney Woods
5-27-2016 22:11,5-27-2016 22:14,Business,Kilarney Woods,Errand-Supplies,1.7,Kildaire Farms
5-28-2016 0:15,5-28-2016 0:21,Business,Kilarney Woods,Errand-Supplies,4.7,Whitebridge
5-28-2016 12:52,5-28-2016 13:06,Business,Cary,Meal-Entertain,6.1,Morrisville
5-28-2016 14:35,5-28-2016 15:04,Business,Morrisville,Customer Visit,11.3,Cary
5-31-2016 13:54,5-31-2016 14:41,Business,Cary,Meeting,14.9,Raleigh
5-31-2016 16:02,5-31-2016 16:39,Business,Raleigh,Meeting,14,Cary
5-31-2016 17:50,5-31-2016 17:59,Business,Westpark Place,,1.8,Whitebridge
06-01-2016 10:19,06-01-2016 10:47,Business,Cary,Customer Visit,6.7,Morrisville
06-01-2016 13:10,06-01-2016 13:39,Business,Morrisville,Meeting,9.6,Cary
06-03-2016 11:29,06-03-2016 11:49,Business,Cary,Meeting,10.4,Durham
06-03-2016 13:08,06-03-2016 13:38,Business,Durham,Meeting,9.9,Cary
06-03-2016 15:31,06-03-2016 15:54,Business,Cary,Meal-Entertain,6,Morrisville
06-03-2016 18:14,06-03-2016 18:29,Business,Townes at Everett Crossing,Errand-Supplies,3.3,Chessington
06-03-2016 18:41,06-03-2016 18:53,Business,Morrisville,Errand-Supplies,3.1,Cary
06-03-2016 19:36,06-03-2016 19:42,Business,Huntington Woods,Errand-Supplies,1.7,Weston
06-03-2016 22:47,06-03-2016 23:06,Business,Morrisville,Between Offices,4,Cary
06-05-2016 14:03,06-05-2016 14:33,Business,Whitebridge,Customer Visit,7.8,Savon Height
06-05-2016 15:06,06-05-2016 15:22,Business,Cary,Customer Visit,7.8,Morrisville
06-05-2016 15:57,06-05-2016 16:08,Business,Weston,Meal-Entertain,3.8,Weston
06-05-2016 18:05,06-05-2016 18:14,Business,Morrisville,Meal-Entertain,2.5,Cary
06-05-2016 21:53,06-05-2016 22:05,Business,Cary,Meeting,9.9,Durham
06-05-2016 23:52,06-06-2016 00:08,Business,Durham,Meeting,9.9,Cary
06-06-2016 15:36,06-06-2016 15:45,Business,Whitebridge,Errand-Supplies,3,Hazelwood
06-06-2016 16:16,06-06-2016 16:24,Business,Hazelwood,Errand-Supplies,2.4,Whitebridge
06-06-2016 20:06,06-06-2016 20:20,Business,Cary,Meal-Entertain,5.7,Apex
06-06-2016 21:08,06-06-2016 21:37,Business,Apex,Meal-Entertain,7.2,Cary
06-06-2016 21:41,06-06-2016 22:00,Business,Cary,Meeting,10.4,Durham
06-06-2016 23:34,06-06-2016 23:48,Business,Durham,Meeting,9.9,Cary
06-07-2016 21:42,06-07-2016 22:00,Business,Cary,Meeting,10.4,Durham
06-07-2016 23:41,06-08-2016 00:04,Business,Durham,Meeting,9.9,Cary
06-08-2016 08:23,06-08-2016 08:53,Business,Cary,Meal-Entertain,8.7,Morrisville
06-08-2016 12:04,06-08-2016 13:01,Business,Jamaica,Errand-Supplies,22.3,New York
06-08-2016 13:12,06-08-2016 13:29,Business,Seaport,Meal-Entertain,3.3,Gramercy-Flatiron
06-08-2016 14:31,06-08-2016 14:37,Business,Medical Centre,Errand-Supplies,0.7,Tudor City
06-08-2016 16:55,06-08-2016 17:11,Business,Rose Hill,Meal-Entertain,2.5,Soho
06-08-2016 17:16,06-08-2016 17:18,Business,Soho,Errand-Supplies,0.5,Tribeca
06-08-2016 17:59,06-08-2016 18:05,Business,Tribeca,Errand-Supplies,0.9,Financial District
06-08-2016 20:11,06-08-2016 20:25,Business,Financial District,Errand-Supplies,4.8,Kips Bay
06-10-2016 15:19,06-10-2016 16:28,Business,New York,Meeting,16.3,Jamaica
06-10-2016 21:47,06-10-2016 22:04,Business,Cary,Meeting,10.4,Durham
06-10-2016 23:53,06-11-2016 00:01,Business,Durham,Meeting,9.9,Cary
06-11-2016 17:08,06-11-2016 17:16,Business,Cary,Errand-Supplies,3.7,Morrisville
06-11-2016 17:34,06-11-2016 17:39,Business,Morrisville,Meal-Entertain,4.6,Cary
06-11-2016 17:50,06-11-2016 17:56,Business,Westpark Place,,1.7,Whitebridge
06-11-2016 21:45,06-11-2016 22:04,Business,Cary,Meeting,10.4,Durham
06-11-2016 23:39,06-12-2016 00:05,Business,Durham,Meeting,9.9,Cary
06-12-2016 19:53,06-12-2016 19:56,Business,Cary,Meal-Entertain,2.5,Morrisville
06-12-2016 20:05,06-12-2016 20:16,Business,Morrisville,Errand-Supplies,4.3,Cary
06-12-2016 21:58,06-12-2016 22:19,Business,Parkway,Errand-Supplies,2.8,Whitebridge
6-13-2016 5:23,6-13-2016 5:42,Business,Cary,Meal-Entertain,8.4,Morrisville
6-13-2016 14:17,6-13-2016 14:46,Business,Oakland,Meeting,13.2,Emeryville
6-13-2016 18:08,6-13-2016 18:47,Business,Emeryville,Meal-Entertain,3.9,Berkeley
6-13-2016 18:54,6-13-2016 19:23,Business,Berkeley,Meal-Entertain,5.1,Oakland
6-13-2016 20:00,6-13-2016 20:05,Business,Oakland,Customer Visit,5.2,Unknown Location
6-14-2016 12:03,6-14-2016 12:21,Business,Emeryville,,9.8,San Francisco
6-14-2016 16:09,6-14-2016 16:39,Business,San Francisco,Meeting,11.6,Emeryville
6-14-2016 17:15,6-14-2016 17:24,Business,Emeryville,Meeting,5.1,Oakland
6-14-2016 17:27,6-14-2016 17:57,Business,Downtown,Errand-Supplies,9.3,Bay Farm Island
6-15-2016 1:46,6-15-2016 2:06,Business,Kenner,Between Offices,12.4,New Orleans
6-15-2016 15:26,6-15-2016 15:34,Business,CBD,Between Offices,1.9,Lower Garden District
6-15-2016 16:37,6-15-2016 17:02,Business,Lower Garden District,Customer Visit,6.4,Lakeview
6-15-2016 17:29,6-15-2016 17:49,Personal,Lakeview,,5.5,Storyville
6-15-2016 19:52,6-15-2016 19:58,Business,Storyville,Meal-Entertain,1.5,Faubourg Marigny
6-16-2016 13:36,6-16-2016 14:30,Business,New Orleans,,14.5,Metairie
6-16-2016 14:42,6-16-2016 14:46,Business,Metairie,,2.7,Kenner
6-16-2016 15:17,6-16-2016 15:41,Business,Kenner,,15,New Orleans
6-16-2016 19:39,6-16-2016 19:56,Business,New Orleans,,12.9,Kenner
6-16-2016 21:43,6-16-2016 21:56,Business,Kenner,,13.6,New Orleans
6-17-2016 16:11,6-17-2016 16:44,Business,New Orleans,,12.2,Kenner
6-18-2016 0:29,6-18-2016 0:51,Business,Morrisville,,8.7,Cary
6-19-2016 2:39,6-19-2016 2:50,Business,Cary,,6,Raleigh
6-19-2016 5:51,6-19-2016 6:00,Business,Raleigh,,5.9,Cary
6-21-2016 15:39,6-21-2016 16:08,Business,Cary,,19.3,Raleigh
6-21-2016 17:11,6-21-2016 18:02,Business,Raleigh,Meal-Entertain,16.6,Cary
6-24-2016 10:41,6-24-2016 10:57,Business,Whitebridge,Meal-Entertain,7.1,Waverly Place
6-24-2016 11:54,6-24-2016 12:01,Business,Waverly Place,Meal-Entertain,2.1,Macgregor Downs
6-24-2016 12:19,6-24-2016 12:37,Business,Cary,Errand-Supplies,8.6,Raleigh
6-24-2016 12:50,6-24-2016 13:12,Business,Raleigh,Errand-Supplies,9,Morrisville
6-24-2016 13:18,6-24-2016 13:27,Business,Morrisville,Errand-Supplies,3.1,Cary
6-24-2016 14:01,6-24-2016 14:20,Business,Cary,Temporary Site,8.4,Morrisville
6-24-2016 20:44,6-24-2016 21:02,Business,Kenner,,12.8,New Orleans
6-25-2016 9:03,6-25-2016 9:12,Business,CBD,,4.5,Bywater
6-25-2016 9:15,6-25-2016 10:08,Business,New Orleans,Between Offices,11.8,Chalmette
6-25-2016 10:18,6-25-2016 10:25,Business,Chalmette,Errand-Supplies,1.1,Arabi
6-25-2016 10:50,6-25-2016 11:18,Business,Arabi,Meal-Entertain,17,Metairie
6-25-2016 11:25,6-25-2016 11:34,Business,Pontchartrain Shores,Meeting,1.7,Pontchartrain Shores
6-25-2016 11:53,6-25-2016 13:21,Business,Metairie,Meeting,15.5,New Orleans
6-25-2016 19:47,6-25-2016 19:58,Business,Storyville,,1.6,Marigny
6-25-2016 23:19,6-25-2016 23:26,Business,Marigny,,1.5,Storyville
6-26-2016 17:43,6-26-2016 18:18,Business,New Orleans,Meeting,12.6,Kenner
6-26-2016 18:45,6-26-2016 19:12,Business,Pontchartrain Shores,,4.8,Pontchartrain Shores
6-26-2016 19:41,6-26-2016 19:50,Business,Kenner,,2.2,Kenner
6-26-2016 21:14,6-26-2016 21:42,Business,Kenner,,13,New Orleans
6-27-2016 7:37,6-27-2016 8:48,Business,New Orleans,,46.9,Covington
6-27-2016 8:51,6-27-2016 9:00,Business,Covington,,2.5,Covington
6-27-2016 9:05,6-27-2016 9:33,Business,Covington,,8.6,Covington
6-27-2016 9:43,6-27-2016 10:08,Business,Covington,,5.2,Covington
6-27-2016 10:22,6-27-2016 10:39,Business,Covington,,7.6,Covington
6-27-2016 10:51,6-27-2016 10:58,Business,Covington,,1.8,Covington
6-27-2016 11:06,6-27-2016 11:24,Business,Covington,,4.7,Mandeville
6-27-2016 11:30,6-27-2016 11:42,Business,Mandeville,,2.8,Mandeville
6-27-2016 12:22,6-27-2016 13:02,Business,Mandeville,,30,Metairie
6-27-2016 13:56,6-27-2016 14:05,Business,Metairie,,4.4,Kenner
6-27-2016 21:09,6-27-2016 21:19,Business,Jamestown Court,,1,Jamestown Court
6-28-2016 0:48,6-28-2016 1:05,Business,Morrisville,Customer Visit,8.2,Cary
6-28-2016 20:13,6-28-2016 20:33,Business,Cary,Meeting,10.4,Durham
6-28-2016 23:34,6-28-2016 23:59,Business,Durham,Meeting,9.9,Cary
6-28-2016 23:34,6-28-2016 23:59,Business,Durham,Meeting,9.9,Cary
6-29-2016 8:56,6-29-2016 9:24,Business,Cary,,7.3,Morrisville
6-29-2016 10:22,6-29-2016 10:38,Business,Morrisville,,7.4,Cary
6-29-2016 11:49,6-29-2016 11:51,Business,Whitebridge,,1.6,Westpark Place
6-29-2016 12:11,6-29-2016 12:16,Business,Westpark Place,,1.8,Whitebridge
6-29-2016 20:11,6-29-2016 20:29,Business,Cary,Meeting,10.4,Durham
6-29-2016 23:38,6-30-2016 0:00,Business,Durham,Meeting,9.9,Cary
6-30-2016 20:09,6-30-2016 20:26,Business,Cary,Meeting,9.9,Durham
07-01-2016 00:00,07-01-2016 00:25,Business,Durham,Meeting,9.9,Cary
07-01-2016 09:34,07-01-2016 09:57,Business,Cary,Meeting,13.3,Raleigh
07-01-2016 12:36,07-01-2016 13:00,Business,Raleigh,Meeting,11.3,Cary
07-01-2016 20:06,07-01-2016 20:24,Business,Cary,Meeting,10.5,Durham
07-01-2016 23:48,07-02-2016 00:09,Business,Durham,Meeting,9.9,Cary
07-02-2016 20:18,07-02-2016 20:36,Business,Cary,Meeting,10.1,Durham
07-02-2016 23:48,07-03-2016 00:12,Business,Durham,Meeting,9.9,Cary
07-03-2016 00:28,07-03-2016 00:38,Business,Cary,Errand-Supplies,3.1,Morrisville
07-03-2016 03:02,07-03-2016 03:08,Business,Morrisville,Errand-Supplies,3.1,Cary
07-03-2016 20:00,07-03-2016 20:18,Business,Cary,Meeting,9.9,Durham
07-04-2016 00:32,07-04-2016 00:47,Business,Durham,Meeting,9.9,Cary
07-04-2016 17:31,07-04-2016 17:49,Business,Whitebridge,Meeting,8.8,Summerwinds
07-04-2016 18:23,07-04-2016 18:49,Business,Summerwinds,Temporary Site,8.7,Whitebridge
07-04-2016 20:00,07-04-2016 20:17,Business,Cary,Meeting,11.8,Durham
07-05-2016 00:00,07-05-2016 00:05,Business,Parkwood,Errand-Supplies,1.2,Parkwood
07-05-2016 00:08,07-05-2016 00:28,Business,Durham,Meeting,9.9,Cary
07-05-2016 16:48,07-05-2016 16:52,Business,Whitebridge,Errand-Supplies,0.6,Whitebridge
07-05-2016 20:06,07-05-2016 20:26,Business,Cary,,9.9,Durham
07-05-2016 22:41,07-05-2016 23:02,Business,Durham,,8.6,Morrisville
07-06-2016 00:33,07-06-2016 00:53,Business,Morrisville,Meal-Entertain,6.3,Cary
07-06-2016 09:06,07-06-2016 09:25,Business,Cary,Meeting,9.9,Durham
07-06-2016 12:48,07-06-2016 13:08,Business,Durham,,9.9,Cary
07-06-2016 20:04,07-06-2016 20:14,Business,Cary,Meal-Entertain,3.3,Morrisville
07-06-2016 23:46,07-06-2016 23:59,Business,Morrisville,Customer Visit,3.1,Cary
07-07-2016 08:22,07-07-2016 08:50,Business,Cary,Temporary Site,7.9,Morrisville
07-07-2016 10:27,07-07-2016 10:33,Business,Morrisville,,8.9,Cary
07-07-2016 12:59,07-07-2016 13:35,Business,Kenner,,12.8,New Orleans
07-08-2016 09:50,07-08-2016 10:13,Business,CBD,,7.7,Pontchartrain Beach
07-08-2016 10:51,07-08-2016 11:12,Business,Pontchartrain Beach,,7,CBD
07-08-2016 13:48,07-08-2016 14:11,Business,New Orleans,,12.5,Metairie
07-08-2016 17:11,07-08-2016 17:30,Business,Kenner,,13.2,New Orleans
07-09-2016 09:03,07-09-2016 09:46,Business,New Orleans,,13,Kenner
07-09-2016 09:52,07-09-2016 10:06,Business,Kenner,,4.9,Metairie
07-09-2016 10:15,07-09-2016 10:33,Business,Metairie,,8.5,New Orleans
07-10-2016 14:10,07-10-2016 14:17,Business,CBD,,1.3,St Thomas
07-10-2016 16:04,07-10-2016 16:15,Business,St Thomas,,1.8,CBD
07-10-2016 18:05,07-10-2016 18:21,Business,New Orleans,,13.6,Kenner
07-10-2016 19:51,07-10-2016 20:08,Business,Kenner,,13.4,New Orleans
07-12-2016 16:10,07-12-2016 16:45,Business,New Orleans,,12.3,Kenner
07-12-2016 19:21,07-12-2016 19:26,Personal,Kenner,,1.4,Kenner
07-12-2016 23:47,7-13-2016 0:11,Personal,Morrisville,,8.7,Cary
7-13-2016 12:39,7-13-2016 13:20,Personal,Cary,,23.5,Morrisville
7-13-2016 13:25,7-13-2016 13:39,Personal,Morrisville,,2.2,Morrisville
7-13-2016 13:42,7-13-2016 13:54,Personal,Morrisville,,4.4,Cary
7-14-2016 15:51,7-14-2016 15:59,Personal,Cary,,3.3,Morrisville
7-14-2016 16:03,7-14-2016 16:34,Business,Morrisville,Errand-Supplies,11.8,Morrisville
7-14-2016 16:39,7-14-2016 20:05,Business,Morrisville,,195.3,Banner Elk
7-15-2016 11:32,7-15-2016 11:53,Personal,Banner Elk,,8.3,Banner Elk
7-15-2016 12:09,7-15-2016 12:19,Personal,Banner Elk,,3.2,Banner Elk
7-15-2016 12:35,7-15-2016 13:15,Personal,Banner Elk,,22.4,Elk Park
7-15-2016 15:03,7-15-2016 15:33,Personal,Elk Park,,12.2,Banner Elk
7-15-2016 15:40,7-15-2016 15:52,Personal,Banner Elk,,4.5,Banner Elk
7-16-2016 13:14,7-16-2016 14:10,Personal,Banner Elk,,28.1,Newland
7-16-2016 14:14,7-16-2016 14:30,Personal,Newland,,3.8,Newland
7-16-2016 15:29,7-16-2016 16:57,Personal,Newland,,41.9,Boone
7-16-2016 19:42,7-16-2016 20:35,Personal,Boone,,23.8,Banner Elk
7-16-2016 21:45,7-16-2016 22:18,Personal,Banner Elk,,13,Banner Elk
7-16-2016 22:50,7-16-2016 23:03,Business,Banner Elk,Errand-Supplies,4.4,Banner Elk
7-17-2016 11:23,7-17-2016 11:50,Personal,Banner Elk,Charity ($),15.1,Boone
7-17-2016 12:20,7-17-2016 15:25,Personal,Boone,Commute,180.2,Cary
7-18-2016 10:37,7-18-2016 10:49,Personal,Cary,Moving,4.1,Morrisville
7-18-2016 10:54,7-18-2016 11:15,Personal,Morrisville,Moving,6.1,Cary
7-18-2016 11:25,7-18-2016 11:36,Personal,Northwoods,Moving,3.3,Preston
7-18-2016 11:40,7-18-2016 11:56,Personal,Preston,Moving,4.7,Whitebridge
7-18-2016 17:12,7-18-2016 17:33,Business,Cary,Meeting,7.2,Apex
7-18-2016 18:32,7-18-2016 18:47,Business,Apex,Meal-Entertain,5.5,Cary
7-18-2016 19:07,7-18-2016 19:14,Business,Cary,Meal-Entertain,3.3,Morrisville
7-18-2016 20:28,7-18-2016 20:32,Business,Hazelwood,Errand-Supplies,0.9,Weston
7-18-2016 21:11,7-18-2016 21:19,Business,Morrisville,Meal-Entertain,3.8,Cary
7-19-2016 10:35,7-19-2016 10:51,Business,Whitebridge,Customer Visit,6.4,Stonewater
7-19-2016 10:56,7-19-2016 11:11,Business,Stonewater,Meeting,3,Lexington Park at Amberly
7-19-2016 11:30,7-19-2016 12:00,Business,Lexington Park at Amberly,Meal-Entertain,8.7,Whitebridge
7-19-2016 17:14,7-19-2016 17:24,Business,Whitebridge,Errand-Supplies,3.9,Chessington
7-19-2016 17:50,7-19-2016 18:08,Personal,Chessington,,4.8,Whitebridge
7-20-2016 17:12,7-20-2016 17:24,Personal,Whitebridge,,2.8,Edgehill Farms
7-20-2016 17:50,7-20-2016 17:57,Personal,Edgehill Farms,,1.4,Preston
7-20-2016 18:16,7-20-2016 18:20,Personal,Preston,,1.4,Whitebridge
7-21-2016 17:17,7-21-2016 17:23,Business,Whitebridge,,2.7,Edgehill Farms
7-21-2016 17:42,7-21-2016 17:51,Business,Edgehill Farms,,2.3,Burtrose
7-21-2016 18:27,7-21-2016 18:42,Business,Cary,,3.7,Morrisville
7-21-2016 19:30,7-21-2016 19:39,Business,Morrisville,,2.9,Cary
7-22-2016 10:42,7-22-2016 10:53,Business,Cary,,3.8,Morrisville
7-22-2016 11:11,7-22-2016 11:25,Business,Morrisville,,5.1,Cary
7-22-2016 11:37,7-22-2016 12:00,Business,Hazelwood,,9.1,Lexington Park at Amberly
7-22-2016 12:14,7-22-2016 12:31,Business,Cary,,8,Durham
7-22-2016 13:21,7-22-2016 13:42,Business,Durham,Meeting,9.9,Cary
7-22-2016 14:27,7-22-2016 14:43,Business,Cary,Meal-Entertain,6.1,Morrisville
7-22-2016 15:49,7-22-2016 16:22,Business,Morrisville,,12.2,Cary
7-22-2016 18:33,7-22-2016 18:51,Business,Wayne Ridge,,8,Whitebridge
7-23-2016 14:27,7-23-2016 14:44,Business,Cary,,4,Morrisville
7-23-2016 14:48,7-23-2016 15:12,Business,Morrisville,,9.5,Cary
7-23-2016 15:15,7-23-2016 15:27,Business,Cary,,3,Morrisville
7-23-2016 15:50,7-23-2016 16:10,Business,Morrisville,,6.3,Cary
7-23-2016 20:17,7-23-2016 20:33,Business,Cary,Meeting,10.4,Durham
7-23-2016 23:18,7-23-2016 23:43,Business,Durham,Meeting,9.9,Cary
7-25-2016 10:35,7-25-2016 10:41,Business,Whitebridge,,1.5,Parkway
7-25-2016 10:47,7-25-2016 10:58,Business,Cary,,4.9,Morrisville
7-25-2016 11:04,7-25-2016 11:33,Business,Morrisville,,7.9,Cary
7-25-2016 11:37,7-25-2016 11:44,Business,Parkway,,1.7,Whitebridge
7-26-2016 15:43,7-26-2016 15:49,Business,Whitebridge,,2.2,Westpark Place
7-26-2016 17:14,7-26-2016 17:24,Business,Westpark Place,,2.1,Whitebridge
7-26-2016 20:52,7-26-2016 21:00,Business,Cary,Meal-Entertain,2.5,Morrisville
7-26-2016 22:31,7-26-2016 22:39,Business,Morrisville,Meal-Entertain,2.5,Cary
7-27-2016 19:08,7-27-2016 19:20,Business,Cary,,2.8,Morrisville
7-27-2016 21:34,7-27-2016 21:57,Business,Morrisville,,14.7,Raleigh
7-27-2016 22:00,7-27-2016 22:26,Business,Raleigh,,14.6,Morrisville
7-28-2016 0:04,7-28-2016 0:09,Business,Morrisville,,2.3,Cary
7-29-2016 15:45,7-29-2016 15:47,Business,Whitebridge,,2.2,Westpark Place
7-29-2016 17:27,7-29-2016 17:45,Business,Westpark Place,Meal-Entertain,2.2,Whitebridge
